innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
K Smithies,,,,,,,,,,2,v India Women,Chennai,1995-12-15,England Women,,,,10.0,1,4,15,1,1,0,0,0-4,1.50
CJ Connor,,,,,,,,,,2,v SA Women,Bristol,1997-08-15,England Women,,,,5.0,1,2,15,1,1,0,0,0-4,3.00
S Redfern,,,,,,,,,,1,v SA Women,Lord's,1997-08-20,England Women,,,,5.0,1,1,15,1,1,0,0,0-4,3.00
LC Pearson,,,,,,,,,,1,v India Women,Northampton,1999-07-09,England Women,,,,6.0,1,1,15,1,1,0,0,0-4,2.50
KV Winks,,,,,,,,,,1,v Neth Women,Nykobing Mors,1999-07-19,England Women,,,,10.0,1,3,15,1,1,0,0,0-4,1.50
M Pilling,,,,,,,,,,2,v Int XI Women,Hove,1973-06-23,England Women,,,,10.0,1,5,16,1,1,0,0,0-4,1.60
DL Thomas,,,,,,,,,,1,v AUS Women,Lord's,1976-08-04,England Women,,,,5.0,1,1,16,1,1,0,0,0-4,3.20
CA Hodges,,,,,,,,,,1,v AUS Women,Sydney,1988-12-03,England Women,,,,3.0,1,0,16,1,1,0,0,0-4,5.33
JA Brittin,,,,,,,,,,1,v AUS Women,Christchurch,1992-01-25,England Women,,,,2.0,1,0,16,1,1,0,0,0-4,8.00
K Smithies,,,,,,,,,,1,v NZ Women,Leicester,1996-06-16,England Women,,,,10.0,1,3,16,1,1,0,0,0-4,1.60
LK Newton,,,,,,,,,,2,v Ire Women,Pune,1997-12-16,England Women,,,,5.0,1,0,16,1,1,0,0,0-4,3.20
D Holden,,,,,,,,,,1,v Neth Women,Nykobing Mors,1999-07-19,England Women,,,,8.0,1,2,16,1,1,0,0,0-4,2.00
NJ Shaw,,,,,,,,,,1,v Neth Women,Nykobing Mors,1999-07-19,England Women,,,,5.0,1,1,16,1,1,0,0,0-4,3.20
HJ Stother,,,,,,,,,,2,v India Women,Banstead,1986-07-27,England Women,,,,7.3,1,3,17,1,1,0,0,0-4,2.26
CE Taylor,,,,,,,,,,1,v Ire Women,Sydney,1988-12-05,England Women,,,,7.0,1,2,17,1,1,0,0,0-4,2.42
CA Hodges,,,,,,,,,,2,v Neth Women,Melbourne,1988-12-16,England Women,,,,12.0,1,5,17,1,1,0,0,0-4,1.41
C Cooke,,,,,,,,,,1,v Ire Women,Dublin,1990-08-17,England Women,,,,3.0,1,0,17,1,1,0,0,0-4,5.66
JM Chamberlain,,,,,,,,,,2,v Neth Women,Haarlem,1991-07-17,England Women,,,,11.0,1,3,17,1,1,0,0,0-4,1.54
SJ Kitson,,,,,,,,,,2,v Denmk Women,Banstead,1993-07-20,England Women,,,,7.0,1,2,17,1,1,0,0,0-4,2.42
D Holden,,,,,,,,,,2,v NZ Women,Hamilton,2000-02-20,England Women,,,,6.0,1,0,17,1,1,0,0,0-4,2.83
LC Pearson,,,,,,,,,,2,v NZ Women,Napier,2000-02-22,England Women,,,,6.0,1,0,17,1,1,0,0,0-4,2.83
CE Taylor,,,,,,,,,,2,v NZ Women,Timaru,2000-11-22,England Women,,,,5.0,1,1,17,1,1,0,0,0-4,3.40
J Stephenson,,,,,,,,,,2,v Jamaica Wmn,Bradford,1973-07-07,England Women,,,,7.0,1,1,18,1,1,0,0,0-4,2.57
JC Tedstone,,,,,,,,,,2,v NZ Women,Hastings,1984-06-24,England Women,,,,11.0,1,5,18,1,1,0,0,0-4,1.63
D Maybury,,,,,,,,,,1,v AUS Women,Sydney,1988-12-03,England Women,,,,4.0,1,0,18,1,1,0,0,0-4,4.50
CA Hodges,,,,,,,,,,2,v Ire Women,Reading,1993-07-24,England Women,,,,11.0,1,4,18,1,1,0,0,0-4,1.63
D Maybury,,,,,,,,,,2,v Neth Women,London,1993-07-29,England Women,,,,9.0,1,3,18,1,1,0,0,0-4,2.00
MA Reynard,,,,,,,,,,2,v Denmk Women,Hyderabad,1997-12-14,England Women,,,,6.0,1,2,18,1,1,0,0,0-4,3.00
CJ Connor,,,,,,,,,,1,v SL Women,Mohali,1997-12-21,England Women,,,,7.2,1,1,18,1,1,0,0,0-4,2.45
CM Edwards,,,,,,,,,,1,v NZ Women,Chennai,1997-12-26,England Women,,,,5.0,1,1,18,1,1,0,0,0-4,3.60
K Smithies,,,,,,,,,,1,v Ire Women,Melbourne,1988-12-13,England Women,,,,12.0,1,4,19,1,1,0,0,0-4,1.58
GA Smith,,,,,,,,,,2,v Neth Women,Melbourne,1988-12-16,England Women,,,,11.0,1,6,19,1,1,0,0,0-4,1.72
K Smithies,,,,,,,,,,2,v India Women,Manchester,1999-07-06,England Women,,,,6.0,1,2,19,1,1,0,0,0-4,3.16
CJ Connor,,,,,,,,,,2,v NZ Women,Auckland,2000-02-17,England Women,,,,7.0,1,0,19,1,1,0,0,0-4,2.71
NJ Shaw,,,,,,,,,,2,v NZ Women,Napier,2000-02-22,England Women,,,,6.0,1,0,19,1,1,0,0,0-4,3.16
LC Pearson,,,,,,,,,,2,v Neth Women,Lincoln,2000-11-30,England Women,,,,10.0,1,3,19,1,1,0,0,0-4,1.90
E Bakewell,,,,,,,,,,2,v Int XI Women,Hove,1973-06-23,England Women,,,,12.0,1,4,20,1,1,0,0,0-4,1.66
AM Starling,,,,,,,,,,1,v India Women,Auckland,1982-01-12,England Women,,,,12.0,1,5,20,1,1,0,0,0-4,1.66
GA Smith,,,,,,,,,,2,v Ire Women,Nykobing Mors,1989-07-21,England Women,,,,10.0,1,4,20,1,1,0,0,0-4,2.00
JM Chamberlain,,,,,,,,,,2,v AUS Women,Rangiora,1992-01-22,England Women,,,,12.0,1,4,20,1,1,0,0,0-4,1.66
CE Taylor,,,,,,,,,,2,v India Women,Chennai,1995-12-15,England Women,,,,10.0,1,2,20,1,1,0,0,0-4,2.00
CE Taylor,,,,,,,,,,2,v AUS Women,Nagpur,1997-12-18,England Women,,,,9.0,1,1,20,1,1,0,0,0-4,2.22
CE Taylor,,,,,,,,,,1,v AUS Women,Derby,1998-07-15,England Women,,,,10.0,1,2,20,1,1,0,0,0-4,2.00
NJ Shaw,,,,,,,,,,2,v NZ Women,Hamilton,2000-02-20,England Women,,,,5.0,1,0,20,1,1,0,0,0-4,4.00
D Holden,,,,,,,,,,2,v SA Women,Chelmsford,2000-06-20,England Women,,,,9.0,1,2,20,1,1,0,0,0-4,2.22
KM Green,,,,,,,,,,2,v Y. Eng Women,Ilford,1973-07-18,England Women,,,,6.0,1,1,21,1,1,0,0,0-4,3.50
AM Starling,,,,,,,,,,1,v NZ Women,New Plymouth,1982-01-18,England Women,,,,12.0,1,4,21,1,1,0,0,0-4,1.75
AM Starling,,,,,,,,,,1,v NZ Women,Wellington,1982-01-27,England Women,,,,12.0,1,3,21,1,1,0,0,0-4,1.75
JL Harris,,,,,,,,,,2,v Ire Women,Nykobing Mors,1989-07-21,England Women,,,,10.0,1,4,21,1,1,0,0,0-4,2.10
KM Leng,,,,,,,,,,1,v SA Women,Lord's,1997-08-20,England Women,,,,8.0,1,1,21,1,1,0,0,0-4,2.62
MA Reynard,,,,,,,,,,1,v SA Women,Lord's,1997-08-20,England Women,,,,7.3,1,1,21,1,1,0,0,0-4,2.80
MA Reynard,,,,,,,,,,1,v SA Women,Hinckley,1997-08-27,England Women,,,,7.0,1,3,21,1,1,0,0,0-4,3.00
CJ Connor,,,,,,,,,,1,v SA Women,Worcester,2000-07-01,England Women,,,,4.0,1,0,21,1,1,0,0,0-4,5.25
GA Smith,,,,,,,,,,2,v India Women,Banstead,1986-07-27,England Women,,,,8.0,1,3,22,1,1,0,0,0-4,2.75
JM Chamberlain,,,,,,,,,,1,v AUS Women,Sydney,1988-12-03,England Women,,,,12.0,1,3,22,1,1,0,0,0-4,1.83
GA Smith,,,,,,,,,,1,v Ire Women,Kirby Muxloe,1990-07-20,England Women,,,,11.0,1,4,22,1,1,0,0,0-4,2.00
JA Brittin,,,,,,,,,,2,v AUS Women,Rangiora,1992-01-22,England Women,,,,6.0,1,1,22,1,1,0,0,0-4,3.66
MA Reynard,,,,,,,,,,2,v NZ Women,Lord's,1996-06-13,England Women,,,,7.3,1,2,22,1,1,0,0,0-4,2.93
CE Taylor,,,,,,,,,,2,v NZ Women,Hamilton,2000-02-20,England Women,,,,5.0,1,0,22,1,1,0,0,0-4,4.40
G Hullah,,,,,,,,,,1,v AUS Women,Lord's,1976-08-04,England Women,,,,11.0,1,0,23,1,1,0,0,0-4,2.09
G Hullah,,,,,,,,,,1,v NZ Women,Hyderabad (Deccan),1978-01-08,England Women,,,,8.4,1,1,23,1,1,0,0,0-4,2.65
JC Tedstone,,,,,,,,,,1,v NZ Women,Auckland,1982-01-10,England Women,,,,12.0,1,1,23,1,1,0,0,0-4,1.91
AM Starling,,,,,,,,,,2,v AUS Women,Wellington,1982-01-23,England Women,,,,10.0,1,1,23,1,1,0,0,0-4,2.30
JM Chamberlain,,,,,,,,,,2,v AUS Women,Melbourne,1988-12-18,England Women,,,,8.0,1,1,23,1,1,0,0,0-4,2.87
CE Taylor,,,,,,,,,,1,v Ire Women,Kirby Muxloe,1990-07-20,England Women,,,,11.0,1,3,23,1,1,0,0,0-4,2.09
CJ Barrs,,,,,,,,,,1,v Ire Women,Kirby Muxloe,1990-07-20,England Women,,,,6.0,1,2,23,1,1,0,0,0-4,3.83
CA Hodges,,,,,,,,,,2,v India Women,Finchampstead,1993-07-25,England Women,,,,8.0,1,1,23,1,1,0,0,0-4,2.87
CE Taylor,,,,,,,,,,1,v Ire Women,Dublin,1995-07-22,England Women,,,,10.0,1,3,23,1,1,0,0,0-4,2.30
CE Taylor,,,,,,,,,,2,v India Women,Lucknow,1995-12-05,England Women,,,,10.0,1,5,23,1,1,0,0,0-4,2.30
J Southgate,,,,,,,,,,1,v AUS Women,Canterbury,1976-08-01,England Women,,,,4.0,1,0,24,1,1,0,0,0-4,6.00
E Bakewell,,,,,,,,,,1,v NZ Women,Auckland,1982-01-10,England Women,,,,12.0,1,2,24,1,1,0,0,0-4,2.00
G Hullah,,,,,,,,,,2,v AUS Women,Wellington,1982-01-23,England Women,,,,12.0,1,4,24,1,1,0,0,0-4,2.00
JC Tedstone,,,,,,,,,,2,v AUS Women,Christchurch,1982-02-07,England Women,,,,12.0,1,4,24,1,1,0,0,0-4,2.00
GE McConway,,,,,,,,,,1,v AUS Women,Canterbury,1987-07-25,England Women,,,,11.0,1,2,24,1,1,0,0,0-4,2.18
CE Taylor,,,,,,,,,,1,v Ire Women,Dublin,1995-07-20,England Women,,,,10.0,1,1,24,1,1,0,0,0-4,2.40
DA Stock,,,,,,,,,,2,v India Women,Chennai,1995-12-15,England Women,,,,10.0,1,1,24,1,1,0,0,0-4,2.40
CE Taylor,,,,,,,,,,1,v AUS Women,Hove,1998-07-18,England Women,,,,10.0,1,4,24,1,1,0,0,0-4,2.40
LC Pearson,,,,,,,,,,2,v NZ Women,Wellington,2000-02-15,England Women,,,,7.2,1,1,24,1,1,0,0,0-4,3.27
MA Reynard,,,,,,,,,,2,v NZ Women,Wellington,2000-02-15,England Women,,,,6.0,1,0,24,1,1,0,0,0-4,4.00
KM Leng,,,,,,,,,,1,v SA Women,Nottingham,2000-06-22,England Women,,,,7.0,1,1,24,1,1,0,0,0-4,3.42
E Bakewell,,,,,,,,,,1,v NZ Women,Exmouth,1973-07-14,England Women,,,,6.0,1,2,25,1,1,0,0,0-4,4.16
JC Tedstone,,,,,,,,,,1,v AUS Women,New Plymouth,1982-01-17,England Women,,,,12.0,1,3,25,1,1,0,0,0-4,2.08
CA Hodges,,,,,,,,,,2,v AUS Women,Wellington,1982-01-23,England Women,,,,12.0,1,2,25,1,1,0,0,0-4,2.08
PA Lovell,,,,,,,,,,2,v NZ Women,Melbourne,1988-12-14,England Women,,,,12.0,1,2,25,1,1,0,0,0-4,2.08
K Smithies,,,,,,,,,,2,v India Women,Finchampstead,1993-07-25,England Women,,,,12.0,1,6,25,1,1,0,0,0-4,2.08
KM Leng,,,,,,,,,,1,v Ire Women,Dublin,1995-07-22,England Women,,,,8.0,1,1,25,1,1,0,0,0-4,3.12
K Smithies,,,,,,,,,,2,v NZ Women,Lord's,1996-06-13,England Women,,,,7.0,1,1,25,1,1,0,0,0-4,3.57
MA Reynard,,,,,,,,,,2,v NZ Women,Auckland,2000-02-17,England Women,,,,7.2,1,0,25,1,1,0,0,0-4,3.40
D Holden,,,,,,,,,,1,v India Women,Lincoln,2000-12-04,England Women,,,,10.0,1,1,25,1,1,0,0,0-4,2.50
CE Taylor,,,,,,,,,,2,v SL Women,Lincoln,2000-12-12,England Women,,,,7.0,1,1,25,1,1,0,0,0-4,3.57
G Hullah,,,,,,,,,,1,v AUS Women,Nottingham,1976-08-08,England Women,,,,7.0,1,0,26,1,1,0,0,0-4,3.71
E Bakewell,,,,,,,,,,1,v NZ Women,New Plymouth,1982-01-18,England Women,,,,12.0,1,3,26,1,1,0,0,0-4,2.16
AM Starling,,,,,,,,,,2,v Int XI Women,Christchurch,1982-02-04,England Women,,,,12.0,1,3,26,1,1,0,0,0-4,2.16
S Redfern,,,,,,,,,,2,v India Women,Patna,1995-12-01,England Women,,,,8.0,1,1,26,1,1,0,0,0-4,3.25
MA Reynard,,,,,,,,,,2,v AUS Women,Nagpur,1997-12-18,England Women,,,,6.0,1,0,26,1,1,0,0,0-4,4.33
LC Pearson,,,,,,,,,,2,v NZ Women,Palmerston North,2000-02-12,England Women,,,,10.0,1,1,26,1,1,0,0,0-4,2.60
CJ Connor,,,,,,,,,,2,v SA Women,Chelmsford,2000-06-20,England Women,,,,6.0,1,0,26,1,1,0,0,0-4,4.33
J Stephenson,,,,,,,,,,1,v AUS Women,Lord's,1976-08-04,England Women,,,,10.4,1,3,27,1,1,0,0,0-4,2.53
M Wilks,,,,,,,,,,1,v NZ Women,Hyderabad (Deccan),1978-01-08,England Women,,,,9.0,1,1,27,1,1,0,0,0-4,3.00
JC Tedstone,,,,,,,,,,1,v India Women,Auckland,1982-01-12,England Women,,,,12.0,1,3,27,1,1,0,0,0-4,2.25
HJ Stother,,,,,,,,,,2,v Int XI Women,Hamilton,1982-01-14,England Women,,,,12.0,1,3,27,1,1,0,0,0-4,2.25
GE McConway,,,,,,,,,,1,v NZ Women,Leicester,1984-06-30,England Women,,,,11.0,1,4,27,1,1,0,0,0-4,2.45
LC Pearson,,,,,,,,,,1,v AUS Women,Derby,1998-07-15,England Women,,,,3.0,1,0,27,1,1,0,0,0-4,9.00
CE Taylor,,,,,,,,,,1,v AUS Women,Sydney,2000-01-29,England Women,,,,10.0,1,2,27,1,1,0,0,0-4,2.70
KV Winks,,,,,,,,,,1,v AUS Women,Sydney,2000-01-30,England Women,,,,5.0,1,0,27,1,1,0,0,0-4,5.40
SV Collyer,,,,,,,,,,2,v SA Women,Lincoln,2000-12-02,England Women,,,,10.0,1,3,27,1,1,0,0,0-4,2.70
S Hilliam,,,,,,,,,,2,v Jamaica Wmn,Bradford,1973-07-07,England Women,,,,9.0,1,2,28,1,1,0,0,0-4,3.11
JM Chamberlain,,,,,,,,,,2,v NZ Women,Lord's,1993-08-01,England Women,,,,9.0,1,2,28,1,1,0,0,0-4,3.11
MA Reynard,,,,,,,,,,1,v AUS Women,Lord's,1998-07-21,England Women,,,,5.0,1,1,28,1,1,0,0,0-4,5.60
LJ Harper,,,,,,,,,,1,v Ire Women,Nykobing Mors,1999-07-21,England Women,,,,10.0,1,0,28,1,1,0,0,0-4,2.80
E Bakewell,,,,,,,,,,1,v India Women,Auckland,1982-01-12,England Women,,,,11.0,1,1,29,1,1,0,0,0-4,2.63
S Redfern,,,,,,,,,,1,v Ire Women,Dublin,1995-07-20,England Women,,,,10.0,1,1,29,1,1,0,0,0-4,2.90
CJ Connor,,,,,,,,,,1,v Ire Women,Dublin,1995-07-20,England Women,,,,8.0,1,0,29,1,1,0,0,0-4,3.62
CE Taylor,,,,,,,,,,1,v India Women,Delhi,1995-11-11,England Women,,,,10.0,1,4,29,1,1,0,0,0-4,2.90
CE Taylor,,,,,,,,,,2,v NZ Women,Palmerston North,2000-02-12,England Women,,,,10.0,1,3,29,1,1,0,0,0-4,2.90
CJ Connor,,,,,,,,,,2,v SA Women,Lincoln,2000-12-02,England Women,,,,6.5,1,0,29,1,1,0,0,0-4,4.24
LC Pearson,,,,,,,,,,1,v India Women,Lincoln,2000-12-04,England Women,,,,10.0,1,3,29,1,1,0,0,0-4,2.90
G Hullah,,,,,,,,,,1,v NZ Women,Auckland,1982-01-10,England Women,,,,12.0,1,2,30,1,1,0,0,0-4,2.50
CA Hodges,,,,,,,,,,1,v NZ Women,Beckenham,1993-07-21,England Women,,,,12.0,1,2,30,1,1,0,0,0-4,2.50
K Smithies,,,,,,,,,,2,v Ire Women,Pune,1997-12-16,England Women,,,,10.0,1,0,30,1,1,0,0,0-4,3.00
MA Reynard,,,,,,,,,,1,v AUS Women,Derby,1998-07-15,England Women,,,,7.0,1,0,30,1,1,0,0,0-4,4.28
LC Pearson,,,,,,,,,,2,v SA Women,Chelmsford,2000-06-20,England Women,,,,9.0,1,0,30,1,1,0,0,0-4,3.33
CE Taylor,,,,,,,,,,2,v NZ Women,Timaru,2000-11-21,England Women,,,,10.0,1,1,30,1,1,0,0,0-4,3.00
CE Taylor,,,,,,,,,,1,v NZ Women,Lincoln,2000-12-14,England Women,,,,7.0,1,1,31,1,1,0,0,0-4,4.42
CJ Connor,,,,,,,,,,2,v SA Women,Taunton,1997-08-17,England Women,,,,7.0,1,1,32,1,1,0,0,0-4,4.57
K Smithies,,,,,,,,,,1,v AUS Women,Scarborough,1998-07-12,England Women,,,,6.0,1,0,32,1,1,0,0,0-4,5.33
K Smithies,,,,,,,,,,2,v AUS Women,Southampton,1998-07-19,England Women,,,,6.5,1,0,32,1,1,0,0,0-4,4.68
CA Hodges,,,,,,,,,,2,v AUS Women,Christchurch,1982-02-07,England Women,,,,12.0,1,1,33,1,1,0,0,0-4,2.75
JM Chamberlain,,,,,,,,,,2,v India Women,Finchampstead,1993-07-25,England Women,,,,12.0,1,2,33,1,1,0,0,0-4,2.75
SJ Kitson,,,,,,,,,,2,v AUS Women,Guildford,1993-07-26,England Women,,,,5.5,1,0,33,1,1,0,0,0-4,5.65
CE Taylor,,,,,,,,,,1,v SA Women,Lord's,1997-08-20,England Women,,,,6.0,1,1,33,1,1,0,0,0-4,5.50
CJ Connor,,,,,,,,,,1,v AUS Women,Derby,1998-07-15,England Women,,,,10.0,1,0,33,1,1,0,0,0-4,3.30
D Holden,,,,,,,,,,2,v NZ Women,Timaru,2000-11-21,England Women,,,,7.0,1,0,33,1,1,0,0,0-4,4.71
AM Starling,,,,,,,,,,1,v AUS Women,New Plymouth,1982-01-17,England Women,,,,12.0,1,3,34,1,1,0,0,0-4,2.83
PA Lovell,,,,,,,,,,1,v NZ Women,Perth,1988-11-30,England Women,,,,12.0,1,3,34,1,1,0,0,0-4,2.83
GA Smith,,,,,,,,,,2,v India Women,Finchampstead,1993-07-25,England Women,,,,9.5,1,0,34,1,1,0,0,0-4,3.45
JM Chamberlain,,,,,,,,,,2,v AUS Women,Guildford,1993-07-26,England Women,,,,8.0,1,1,34,1,1,0,0,0-4,4.25
CJ Connor,,,,,,,,,,1,v NZ Women,Lincoln,2000-12-14,England Women,,,,8.0,1,0,34,1,1,0,0,0-4,4.25
E Bakewell,,,,,,,,,,2,v AUS Women,Christchurch,1982-02-02,England Women,,,,12.0,1,0,35,1,1,0,0,0-4,2.91
CA Hodges,,,,,,,,,,1,v NZ Women,Leicester,1984-06-30,England Women,,,,11.0,1,0,35,1,1,0,0,0-4,3.18
JM Chamberlain,,,,,,,,,,2,v AUS Women,Melbourne,1988-12-11,England Women,,,,12.0,1,3,35,1,1,0,0,0-4,2.91
CA Hodges,,,,,,,,,,2,v NZ Women,Melbourne,1988-12-14,England Women,,,,12.0,1,1,35,1,1,0,0,0-4,2.91
JM Chamberlain,,,,,,,,,,2,v India Women,Patna,1995-12-01,England Women,,,,9.0,1,1,35,1,1,0,0,0-4,3.88
K Jobling,,,,,,,,,,1,v AUS Women,Canterbury,1987-07-25,England Women,,,,7.0,1,0,36,1,1,0,0,0-4,5.14
JC Tedstone,,,,,,,,,,2,v NZ Women,Melbourne,1988-12-14,England Women,,,,11.0,1,2,36,1,1,0,0,0-4,3.27
CA Hodges,,,,,,,,,,2,v AUS Women,Rangiora,1992-01-22,England Women,,,,9.0,1,2,37,1,1,0,0,0-4,4.11
KM Leng,,,,,,,,,,2,v Ire Women,Pune,1997-12-16,England Women,,,,9.0,1,0,37,1,1,0,0,0-4,4.11
D Holden,,,,,,,,,,1,v AUS Women,Sydney,2000-01-30,England Women,,,,10.0,1,2,37,1,1,0,0,0-4,3.70
J Stephenson,,,,,,,,,,1,v AUS Women,Canterbury,1976-08-01,England Women,,,,8.0,1,1,38,1,1,0,0,0-4,4.75
S Potter,,,,,,,,,,2,v NZ Women,Bristol,1984-07-21,England Women,,,,11.0,1,2,38,1,1,0,0,0-4,3.45
KM Leng,,,,,,,,,,1,v NZ Women,Chester-le-Street,1996-06-18,England Women,,,,10.0,1,0,38,1,1,0,0,0-4,3.80
MA Reynard,,,,,,,,,,1,v NZ Women,Chennai,1997-12-26,England Women,,,,10.0,1,1,38,1,1,0,0,0-4,3.80
LC Pearson,,,,,,,,,,2,v NZ Women,Timaru,2000-11-22,England Women,,,,8.2,1,0,38,1,1,0,0,0-4,4.56
JM Greenwood,,,,,,,,,,1,v WI Women,Teddington,1979-06-06,England Women,,,,10.0,1,1,39,1,1,0,0,0-4,3.90
G Hullah,,,,,,,,,,1,v AUS Women,New Plymouth,1982-01-17,England Women,,,,12.0,1,1,39,1,1,0,0,0-4,3.25
CJ Connor,,,,,,,,,,1,v SA Women,Taunton,2000-06-28,England Women,,,,10.0,1,0,39,1,1,0,0,0-4,3.90
LJ Harper,,,,,,,,,,1,v SA Women,Worcester,2000-07-01,England Women,,,,10.0,1,0,39,1,1,0,0,0-4,3.90
LC Pearson,,,,,,,,,,1,v NZ Women,Oamaru,2000-11-19,England Women,,,,10.0,1,2,39,1,1,0,0,0-4,3.90
CA Hodges,,,,,,,,,,2,v AUS Women,Christchurch,1982-02-02,England Women,,,,12.0,1,0,40,1,1,0,0,0-4,3.33
KM Leng,,,,,,,,,,2,v SA Women,Taunton,1997-08-17,England Women,,,,7.0,1,1,40,1,1,0,0,0-4,5.71
CJ Connor,,,,,,,,,,1,v AUS Women,Sydney,2000-01-29,England Women,,,,9.0,1,1,40,1,1,0,0,0-4,4.44
MA Reynard,,,,,,,,,,1,v NZ Women,Oamaru,2000-11-19,England Women,,,,5.0,1,0,40,1,1,0,0,0-4,8.00
MA Reynard,,,,,,,,,,2,v SA Women,Taunton,1997-08-17,England Women,,,,10.0,1,3,41,1,1,0,0,0-4,4.10
KM Leng,,,,,,,,,,1,v AUS Women,Scarborough,1998-07-12,England Women,,,,4.0,1,0,41,1,1,0,0,0-4,10.25
D Holden,,,,,,,,,,1,v AUS Women,Sydney,2000-01-29,England Women,,,,10.0,1,0,41,1,1,0,0,0-4,4.10
CE Taylor,,,,,,,,,,1,v AUS Women,Newcastle,2000-02-03,England Women,,,,10.0,1,2,41,1,1,0,0,0-4,4.10
MA Reynard,,,,,,,,,,1,v NZ Women,Chester-le-Street,1996-06-18,England Women,,,,9.0,1,1,42,1,1,0,0,0-4,4.66
SV Collyer,,,,,,,,,,1,v NZ Women,Lincoln,2000-12-14,England Women,,,,10.0,1,0,43,1,1,0,0,0-4,4.30
MA Reynard,,,,,,,,,,1,v NZ Women,Lincoln,2000-12-14,England Women,,,,8.0,1,0,43,1,1,0,0,0-4,5.37
GE McConway,,,,,,,,,,1,v AUS Women,Lord's,1987-07-16,England Women,,,,7.0,1,1,44,1,1,0,0,0-4,6.28
MA Reynard,,,,,,,,,,1,v SA Women,Taunton,2000-06-28,England Women,,,,10.0,1,0,44,1,1,0,0,0-4,4.40
HJ Stother,,,,,,,,,,1,v NZ Women,Wellington,1982-01-27,England Women,,,,12.0,1,0,45,1,1,0,0,0-4,3.75
JC Tedstone,,,,,,,,,,1,v NZ Women,New Plymouth,1982-01-18,England Women,,,,12.0,1,3,48,1,1,0,0,0-4,4.00
CJ Connor,,,,,,,,,,2,v SA Women,Canterbury,2000-06-25,England Women,,,,9.4,1,0,48,1,1,0,0,0-4,4.96
S Potter,,,,,,,,,,1,v India Women,Leicester,1986-06-22,England Women,,,,8.0,1,0,49,1,1,0,0,0-4,6.12
LC Pearson,,,,,,,,,,1,v AUS Women,Newcastle,2000-02-03,England Women,,,,10.0,1,0,49,1,1,0,0,0-4,4.90
JC Tedstone,,,,,,,,,,1,v India Women,Leicester,1986-06-22,England Women,,,,9.0,1,1,51,1,1,0,0,0-4,5.66
CE Taylor,,,,,,,,,,1,v NZ Women,Leicester,1996-06-16,England Women,,,,8.0,1,0,54,1,1,0,0,0-4,6.75
SV Collyer,,,,,,,,,,1,v India Women,Lincoln,2000-12-04,England Women,,,,10.0,1,0,54,1,1,0,0,0-4,5.40
HJ Stother,,,,,,,,,,1,v AUS Women,Melbourne,1985-02-02,England Women,,,,11.0,1,0,56,1,1,0,0,0-4,5.09
LK Newton,,,,,,,,,,1,v AUS Women,Sydney,2000-01-29,England Women,,,,7.0,1,0,56,1,1,0,0,0-4,8.00
CE Taylor,,,,,,,,,,1,v NZ Women,Oamaru,2000-11-19,England Women,,,,10.0,1,1,60,1,1,0,0,0-4,6.00
MA Reynard,,,,,,,,,,1,v AUS Women,Hove,1998-07-18,England Women,,,,9.0,1,0,62,1,1,0,0,0-4,6.88
K Smithies,,,,,,,,,,1,v AUS Women,Hove,1998-07-18,England Women,,,,10.0,1,0,65,1,1,0,0,0-4,6.50
CJ Connor,,,,,,,,,,1,v NZ Women,Oamaru,2000-11-19,England Women,,,,9.0,1,0,66,1,1,0,0,0-4,7.33
CJ Watmough,,,,,,,,,,2,v Y. Eng Women,Ilford,1973-07-18,England Women,,,,1.0,1,0,1,0,1,0,0,0-4,1.00
K Smithies,,,,,,,,,,2,v Neth Women,Dublin,1995-07-18,England Women,,,,4.0,1,3,1,0,1,0,0,0-4,0.25
CJ Connor,,,,,,,,,,2,v NZ Women,Timaru,2000-11-21,England Women,,,,0.2,1,0,1,0,1,0,0,0-4,3.00
CJ Watmough,,,,,,,,,,1,v India Women,Auckland,1982-01-12,England Women,,,,1.0,1,0,2,0,1,0,0,0-4,2.00
JA Brittin,,,,,,,,,,2,v NZ Women,Melbourne,1988-12-14,England Women,,,,0.5,1,0,2,0,1,0,0,0-4,2.40
CJ Connor,,,,,,,,,,1,v SA Women,Hinckley,1997-08-27,England Women,,,,1.0,1,0,2,0,1,0,0,0-4,2.00
D Holden,,,,,,,,,,2,v NZ Women,Napier,2000-02-22,England Women,,,,1.0,1,0,2,0,1,0,0,0-4,2.00
JE Cruwys,,,,,,,,,,2,v Int XI Women,Hove,1973-06-23,England Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
K Smithies,,,,,,,,,,2,v NZ Women,Melbourne,1988-12-14,England Women,,,,2.1,1,1,3,0,1,0,0,0-4,1.38
CA Hodges,,,,,,,,,,1,v Ire Women,Dublin,1990-08-17,England Women,,,,4.0,1,2,3,0,1,0,0,0-4,0.75
JM Chamberlain,,,,,,,,,,2,v Neth Women,London,1993-07-29,England Women,,,,3.0,1,1,3,0,1,0,0,0-4,1.00
